name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood,Spectral Centroid,Spectral Rolloff,Spectral Bandwidth,Tempo,Mean Beat Frame,Mean Beat Interval,Chroma Mean0,Chroma Mean1,Chroma Mean2,Chroma Mean3,Chroma Mean4,Chroma Mean5,Chroma Mean6,Chroma Mean7,Chroma Mean8,Chroma Mean9,Chroma Mean10,Chroma Mean11,MFCC0,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,ZCR
Need You - Ed. & Gustav Munk Remix,Need You (Remixes),Faustix,4cLXtRF6cIFGcuid2OLyUU,9/20/19,52.0,200880.0,0.6559999999999999,0.00352,0.723,0.0,0.345,0.412,-7.693,0.0366,125.005,7.0,4.0,Happy,2568.929810560297,5194.813999530396,2321.823065443832,103.359375,3995.695652173913,0.5780394317643984,0.4086952209472656,0.3313964009284973,0.29398131370544434,0.43973660469055176,0.6178551316261292,0.3290995657444,0.3334772288799286,0.31413206458091736,0.46138086915016174,0.368191659450531,0.4115205407142639,0.6353530287742615,-51.88347244262695,87.184326171875,-25.830097198486328,36.257869720458984,-13.412928581237793,13.865682601928711,-11.880335807800293,14.9716215133667,-5.761945724487305,10.055883407592773,-12.6752347946167,10.917951583862305,-10.90302848815918,0.14049686693609592
Never Be Lonely (feat. Envy Monroe),Never Be Lonely (feat. Envy Monroe),Blasterjaxx,5vckEy9NZ6kirDU4UX4bVl,6/7/19,56.0,192000.0,0.5870000000000001,0.207,0.85,0.0,0.64,0.528,-3.904,0.0654,127.914,11.0,4.0,Energetic,2163.0539437000466,4564.0622476582685,2217.8223439230533,143.5546875,5070.286206896551,0.40516615166504133,0.40338602662086487,0.3752385377883911,0.5456346869468689,0.4050018787384033,0.39350295066833496,0.5623444318771362,0.4913589656352997,0.6159740686416626,0.42969968914985657,0.37535083293914795,0.3711167275905609,0.38750845193862915,-53.629329681396484,104.78961944580078,-15.938458442687988,43.068756103515625,-7.005286693572998,15.610240936279297,-9.899888038635254,16.166685104370117,-12.67921257019043,12.254490852355957,-11.235209465026855,8.369061470031738,-9.127721786499023,0.10492154228275433
Never Letting Go,Never Letting Go,Audien,5llPdGZJjJFJv9aL6ZaiLY,11/9/18,58.0,172519.0,0.534,0.0915,0.765,0.00107,0.225,0.117,-3.151,0.0338,127.978,1.0,4.0,Happy,2947.476027483625,6205.149595257419,2669.5033468944753,123.046875,4974.40625,0.4820443194675226,0.4633493423461914,0.6543253064155579,0.3996499478816986,0.4157361090183258,0.42206165194511414,0.34302809834480286,0.4265918433666229,0.39606940746307373,0.5454115271568298,0.46987584233283997,0.43077152967453003,0.45904776453971863,-34.14487838745117,65.15486145019531,-13.844524383544922,26.181467056274414,-3.575918674468994,16.73017120361328,-6.540388584136963,12.611261367797852,-10.360810279846191,16.148372650146484,-12.493635177612305,14.328496932983398,-7.271003723144531,0.13372536944862742
Never My Love,Voices In The Sky,Isobel Campbell,4zRkmGHVgGGnJMhemMXD6I,8/7/20,37.0,206584.0,0.764,0.6659999999999999,0.245,0.787,0.0967,0.356,-16.201,0.0383,101.968,8.0,4.0,Sad,1328.7801438518147,2755.556185620219,1704.240315983808,48.75442216981132,5511.036458333333,1.2244575037693959,0.34383803606033325,0.33961737155914307,0.4045301377773285,0.3842529356479645,0.47623077034950256,0.39253249764442444,0.3527182638645172,0.408904105424881,0.3848268687725067,0.5074957013130188,0.33740851283073425,0.3819611072540283,-146.32125854492188,134.07911682128906,7.55073881149292,36.81196212768555,10.22939395904541,13.68880558013916,0.865624725818634,7.706739902496338,-0.7404614090919495,7.765167236328125,-3.3659064769744873,3.0713071823120117,-7.844439506530762,0.05209514987540566
Night,Night,Wilson Trouvé,7D04SRPxcqHXjoK0YFPuAq,4/24/20,31.0,192941.0,0.428,0.995,0.00129,0.955,0.0913,0.13,-32.837,0.0753,67.645,0.0,5.0,Calm,606.9839874622335,961.3462202602497,642.3674486000145,172.265625,3122.652912621359,0.3493162520482646,0.22066806256771088,0.2700428366661072,0.20229928195476532,0.21463622152805328,0.16198855638504028,0.2817492187023163,0.18166446685791016,0.3933274745941162,0.5111430287361145,0.21994560956954956,0.3176175653934479,0.153631329536438,-413.63922119140625,188.71144104003906,49.527584075927734,-6.890406608581543,-0.5510427951812744,3.8153557777404785,1.1993262767791748,-0.5641788840293884,-4.40890645980835,-7.856724262237549,-8.330076217651367,-6.804664611816406,-3.9874253273010254,0.038242882381852195
Night Moves,Night Moves,Bob Seger,6UBjSnyP1O5W5ndJoO9vUk,10/22/76,71.0,324422.0,0.705,0.4320000000000001,0.743,0.0133,0.103,0.374,-6.631,0.042,118.552,1.0,4.0,Happy,2801.8949390218754,6245.877279961601,2719.3637384198228,123.046875,4204.7290640394085,0.47993639595756,0.4742969870567322,0.35407111048698425,0.4542940855026245,0.4085868299007416,0.414118230342865,0.5776335000991821,0.39853230118751526,0.4319872260093689,0.35617831349372864,0.38946303725242615,0.4046999216079712,0.34841984510421753,-68.6783447265625,77.09052276611328,-2.407414674758911,17.046205520629883,-4.571699142456055,20.014514923095703,-5.524881839752197,15.793033599853516,-7.6147685050964355,17.815324783325195,-7.070556640625,16.261507034301758,-3.5350024700164795,0.11596699424009702
Night Surrender,Night Surrender,DeLange,0kox8HaEK0EfeWcNVTOKTy,7/17/20,38.0,193653.0,0.211,0.993,0.00977,0.8909999999999999,0.0996,0.13,-25.787,0.0396,175.39700000000005,1.0,4.0,Calm,2280.509837514836,4748.017831530212,2276.591800414213,129.19921875,4157.474093264249,0.46946526489383633,0.31290414929389954,0.3641205132007599,0.40294966101646423,0.22821512818336487,0.25009921193122864,0.246104434132576,0.4965311288833618,0.32193058729171753,0.28652623295783997,0.4053128659725189,0.33540835976600647,0.5859852433204651,-140.8173370361328,98.12738037109375,-17.47947883605957,11.348884582519531,-9.398843765258789,9.543551445007324,-11.00810718536377,11.670745849609375,-9.032740592956543,8.735258102416992,-16.206335067749023,8.439899444580078,-11.042315483093262,0.10105159122310557
Night on Earth,Night on Earth,Jerkcurb,2OAOS8qkuKu5Kd8TvA5BAA,7/4/16,38.0,340768.0,0.268,0.0656,0.494,2.61e-05,0.123,0.136,-7.219,0.0321,102.065,4.0,3.0,Sad,1933.6897510744525,4023.629139215288,2032.313725772338,129.19921875,3530.0342857142855,0.4681249309657005,0.33550727367401123,0.5703936815261841,0.2876497507095337,0.40986377000808716,0.23194801807403564,0.3946022391319275,0.23413251340389252,0.27051234245300293,0.6112532615661621,0.3103865385055542,0.31754693388938904,0.22187277674674988,-53.204708099365234,117.95027160644531,-14.848725318908691,14.702978134155273,-5.915584564208984,13.355500221252441,-12.725951194763184,7.606661796569824,-9.552760124206543,11.671338081359863,-7.471771717071533,12.311165809631348,-3.9614298343658447,0.08105514099193976
No More 54,No More 54,Dada Life,7LgkgNtOYgWfSJsGgDXFop,3/22/19,46.0,196273.0,0.541,0.000492,0.967,0.6759999999999999,0.103,0.134,-5.682,0.0529,126.026,1.0,4.0,Energetic,1099.2825709078318,2201.020844009744,1615.2625435378827,103.359375,4297.189349112426,0.5898695304036551,0.2822943925857544,0.2981168329715729,0.40453702211380005,0.42560696601867676,0.27235516905784607,0.23478320240974426,0.268852561712265,0.40356555581092834,0.3395021855831146,0.312313973903656,0.3917120099067688,0.279243528842926,-244.18064880371094,140.64495849609375,5.1913371086120605,37.12177658081055,17.28847312927246,21.958322525024414,8.278596878051758,8.972533226013184,0.8532296419143677,8.459521293640137,-10.8557710647583,0.610786497592926,-5.610089302062988,0.03515657906744917
No One Knows,Songs For The Deaf,Queens of the Stone Age,0melIwOKh1JH4RjI1Is10w,2002,36.0,278653.0,0.509,0.0329,0.583,0.000124,0.359,0.67,-4.902,0.0615,170.886,0.0,4.0,Energetic,1687.9361104390684,3461.2899235742543,1972.9465898778217,117.45383522727273,5576.164705882353,0.5071438817832308,0.3992574214935303,0.38254234194755554,0.3033522367477417,0.3542368412017822,0.2741035223007202,0.30727094411849976,0.2895945906639099,0.34289127588272095,0.6352525353431702,0.40834707021713257,0.28264912962913513,0.2700979709625244,-164.65444946289062,119.33934783935547,-9.367056846618652,28.70075225830078,4.721774101257324,19.39264678955078,-4.9432244300842285,9.558823585510254,-7.266787528991699,8.998941421508789,-7.701216697692871,3.6457669734954834,-5.137315273284912,0.06678892140422853
No Time To Die,No Time To Die,Billie Eilish,73SpzrcaHk0RQPFP73vqVR,2/13/20,82.0,242265.0,0.38,0.917,0.219,0.0104,0.0827,0.0517,-13.273,0.0358,73.53699999999998,4.0,4.0,Sad,483.79362206601667,760.2301619874655,484.7374477889319,184.5703125,4055.8151093439365,0.32683705088941284,0.2984258532524109,0.29263195395469666,0.16001813113689423,0.22667449712753296,0.16538913547992706,0.3225833773612976,0.20802345871925354,0.39392369985580444,0.5771505832672119,0.21160873770713806,0.1682351976633072,0.1576787680387497,-378.84991455078125,179.6905517578125,63.069644927978516,10.834502220153809,7.847577095031738,4.545531749725342,-2.7647111415863037,-6.666033744812012,-8.733662605285645,-9.234186172485352,-8.281606674194336,-6.6347150802612305,-4.6646647453308105,0.0320434643434767
No Woman,Light Upon the Lake,Whitney,1CLmFKW99S8eJrebO3GB04,6/3/16,66.0,237973.0,0.581,0.893,0.4,0.5760000000000001,0.161,0.433,-8.739,0.0291,112.331,2.0,4.0,Sad,1642.6567617261278,3505.3765695646957,1857.0257765984147,66.25600961538461,6461.620060790274,0.8968707482993198,0.36959517002105713,0.4058965742588043,0.2731572389602661,0.398425430059433,0.45301440358161926,0.3453048765659332,0.2975238561630249,0.31405794620513916,0.4913472533226013,0.3679913580417633,0.332047700881958,0.3613244891166687,-132.2623748779297,109.48759460449219,-1.4307870864868164,44.255149841308594,0.14090515673160553,9.313323020935059,-6.54534912109375,9.695284843444824,-7.5139055252075195,6.7404937744140625,-6.240154266357422,3.5391645431518555,-7.7162346839904785,0.07162554734507919
Nobody,Nobody,Mac DeMarco,46SWSNRB3oAAOu21Apj22z,3/5/19,50.0,212460.0,0.877,0.7759999999999999,0.178,0.0193,0.107,0.442,-13.987,0.102,74.997,3.0,4.0,Sad,623.004237889948,773.2832075900915,1019.9726745523125,64.599609375,3995.5380710659897,0.9220454440279512,0.5898627638816833,0.25790899991989136,0.11477702111005783,0.10447122156620026,0.3701808452606201,0.5684096813201904,0.2696525752544403,0.32843658328056335,0.1380825787782669,0.07991120964288712,0.053916145116090775,0.1736038327217102,-456.3412780761719,119.1740493774414,64.68094635009766,25.740657806396484,7.603003978729248,-3.224656343460083,-11.047667503356934,-13.723637580871582,-10.864559173583984,-5.517081260681152,-2.517256259918213,-4.011565685272217,-8.111730575561523,0.03101828525448201
North,Solo (1*),Ton Snijders,3AtuVA6OJB7ZxBbMfA5qYx,8/7/20,26.0,126480.0,0.522,0.994,0.0155,0.927,0.0949,0.119,-28.022,0.0441,91.764,10.0,4.0,Calm,2617.7763450634034,5713.762512956849,2571.616790404649,123.046875,4035.1002570694086,0.48019823737054956,0.47432059049606323,0.45184895396232605,0.38063421845436096,0.38455137610435486,0.41894209384918213,0.6572461724281311,0.4734877347946167,0.35336947441101074,0.38823702931404114,0.37223029136657715,0.4057788848876953,0.39006033539772034,-50.41350173950195,79.28673553466797,-9.545663833618164,24.751083374023438,-6.696364402770996,22.2115421295166,-3.623246431350708,16.00604248046875,-8.131662368774414,13.231220245361328,-7.41961669921875,11.157633781433105,-8.152889251708984,0.0947395879036504
North Captiva,North Captiva,Lundegard,32dZxkZtsF5Vt3PrJQuV2i,6/12/20,48.0,194495.0,0.479,0.918,0.346,0.929,0.111,0.23,-17.916,0.0306,143.965,9.0,4.0,Calm,1759.5645946120073,3675.075578796403,1975.2286474167922,172.265625,5492.706703910614,0.35339796711225285,0.5861043930053711,0.4871286153793335,0.4949949383735657,0.44731253385543823,0.35817450284957886,0.38586509227752686,0.432679146528244,0.5357757806777954,0.39855197072029114,0.3799944818019867,0.40090882778167725,0.45622456073760986,-59.226409912109375,120.87124633789062,-15.125738143920898,42.48596954345703,7.46048641204834,13.994168281555176,-10.711548805236816,11.487998962402344,-3.06832218170166,12.780695915222168,-5.534195899963379,11.994848251342773,-5.106778621673584,0.06853190775103056
Not Alone,Not Alone,Otto Knows,7tx0NDsCViutjOyd1c4A28,11/25/16,44.0,215447.0,0.68,0.00538,0.721,0.000216,0.0679,0.267,-6.21,0.0355,122.0,7.0,4.0,Happy,965.7281130873118,1791.566259069501,1370.3883955220022,143.5546875,5613.101030927835,0.4179112085605592,0.3186001479625702,0.18600863218307495,0.16312181949615479,0.20589831471443176,0.341661274433136,0.23665167391300201,0.3459000289440155,0.3301880359649658,0.24432602524757385,0.2975046634674072,0.29590171575546265,0.4446827173233032,-221.1761016845703,142.39309692382812,24.06209945678711,27.144372940063477,9.168126106262207,10.117805480957031,-0.07552670687437057,1.973099708557129,1.915147304534912,7.458578109741211,-5.621354579925537,2.156869888305664,-5.5317463874816895,0.040696449786635634
Nowhere Kids,Shapeshifter,Smile Empty Soul,08EI81e55Lcqg2ZelJOXcG,4/1/16,36.0,248413.0,0.511,0.000106,0.914,0.00097,0.195,0.393,-5.31,0.0457,99.011,8.0,4.0,Energetic,1308.6088583538349,2486.3739297406664,1412.9300822752998,112.34714673913044,5026.027522935779,0.5336853024734798,0.1642412543296814,0.28101015090942383,0.46837061643600464,0.26225218176841736,0.39884889125823975,0.20867393910884857,0.3204454779624939,0.2345104217529297,0.20473983883857727,0.3264246881008148,0.21161030232906342,0.3165779709815979,-198.61729431152344,146.70559692382812,-27.374313354492188,27.330764770507812,-4.965073108673096,8.386077880859375,-7.692112922668457,5.91165018081665,-10.880786895751953,3.6651790142059326,-8.253453254699707,-5.247660160064697,-9.236380577087402,0.06785251350881817
Oceans,Oceans - EP,Seafret,7Cia4WzapwjMr0NUQF8vf3,1/21/15,61.0,216186.0,0.404,0.274,0.48,8.63e-06,0.132,0.2,-8.906,0.0303,129.162,9.0,3.0,Sad,1003.9331716469443,1962.6026333710436,1430.2213077672118,151.99908088235293,4902.144128113879,0.39896103896103896,0.2513924837112427,0.33596912026405334,0.46978339552879333,0.328102707862854,0.2912488579750061,0.2216498702764511,0.2752721905708313,0.2568199038505554,0.26009878516197205,0.5542752146720886,0.3496779501438141,0.2705917954444885,-256.1902160644531,142.74229431152344,36.232200622558594,34.244041442871094,9.924675941467285,16.718753814697266,0.7049806714057922,7.329166889190674,-2.521975517272949,3.815976858139038,-4.106365203857422,3.205799102783203,-3.3462579250335693,0.038701856229143496
October Rain,Recollections Vol. 4,Various Artists,2jdeYpaoWR0VMIyKrgQMQE,3/27/20,36.0,177077.0,0.187,0.992,0.014,0.923,0.0925,0.144,-29.31,0.0418,69.012,9.0,4.0,Calm,873.1842318720958,1465.3500205592106,1180.9999403888457,143.5546875,3556.5566750629723,0.41672782244210815,0.5370684266090393,0.191016286611557,0.27739694714546204,0.18674537539482117,0.47279688715934753,0.2931016683578491,0.18421469628810883,0.33299964666366577,0.1906762570142746,0.35659077763557434,0.1550973802804947,0.36759355664253235,-231.0554962158203,185.13287353515625,-3.7276065349578857,22.207401275634766,-7.224704742431641,4.612849712371826,-10.867124557495117,4.684155464172363,-10.613340377807617,-0.02020440623164177,-14.330430030822754,-3.1327285766601562,-3.3407247066497803,0.04646661296097386
Old Rain on a New Day,Celestial Siren,Cora Zea,5P8BZ67Vw2CUwAYi12yvYj,3/13/20,54.0,225500.0,0.286,0.971,0.14,0.892,0.134,0.154,-16.496,0.0346,119.191,7.0,4.0,Calm,577.653400731528,859.3004313967069,581.7393247872841,95.703125,2664.48087431694,0.6334454660985273,0.1619648039340973,0.20435629785060883,0.2682540714740753,0.29217034578323364,0.1601182073354721,0.27810803055763245,0.2305053323507309,0.21238909661769867,0.17532476782798767,0.18782685697078705,0.3754580616950989,0.21674861013889313,-416.7469482421875,165.00485229492188,75.60093688964844,21.98145294189453,8.303581237792969,2.9279587268829346,-4.540794372558594,-9.36015796661377,-9.639254570007324,-6.127288818359375,-3.5060880184173584,-4.627330780029297,-6.997572898864746,0.033495915707611665
Older Than I Am,Three. Two. One.,Lennon Stella,15VDHAMS4JCLziCjNkmQl1,4/24/20,66.0,181533.0,0.44,0.8909999999999999,0.306,0.0,0.103,0.201,-8.947,0.0363,117.288,9.0,4.0,Sad,1845.5116372548923,3725.5419623472176,1981.963762433372,123.046875,4509.981308411215,0.4906099082880615,0.4791482985019684,0.3785876929759979,0.44416987895965576,0.3173693120479584,0.2883407771587372,0.23254922032356262,0.34637781977653503,0.5042223334312439,0.410582035779953,0.4406484067440033,0.3940436542034149,0.4793897867202759,-113.95325469970703,105.78939056396484,-13.989312171936035,33.11989974975586,-4.5058817863464355,8.673675537109375,-2.8068838119506836,9.379008293151855,-1.4956122636795044,9.007612228393555,-6.782455921173096,-1.0789262056350708,-9.414336204528809,0.08298744781615203
On Another Ocean (January / June),On Another Ocean (January / June) [Edit],Fleet Foxes,2fgMzSoDaPrU4EYsrkAwVn,9/29/17,0.0,263373.0,0.284,0.155,0.523,0.0934,0.0933,0.0697,-6.512,0.0285,100.597,7.0,4.0,Sad,2356.9795809862553,4808.679287106563,2218.6911985576867,99.38401442307692,4944.283068783069,0.6061824765273042,0.35404035449028015,0.4225291609764099,0.36876946687698364,0.4757341146469116,0.3815906345844269,0.36204609274864197,0.44100797176361084,0.4207729697227478,0.48186975717544556,0.38847222924232483,0.4769434332847595,0.4135693311691284,-94.40357208251953,92.85858917236328,-25.06951332092285,42.80609130859375,-3.8665006160736084,16.426767349243164,-15.481385231018066,14.857589721679688,-7.022282600402832,11.788797378540039,-6.729864120483398,9.9644193649292,-10.71409797668457,0.12387859838485168
On My Way (feat. Jordan Kaahn),On My Way (feat. Jordan Kaahn),Robbie Rivera,0kDTkI3VN3LEObv3v3ehhY,7/20/18,48.0,218000.0,0.6609999999999999,0.0188,0.93,0.00146,0.0919,0.3670000000000001,-4.208,0.0617,122.052,7.0,4.0,Happy,1745.0149635138864,3628.3772856772803,2026.5078199059672,129.19921875,4502.543429844098,0.4636216391318432,0.33994415402412415,0.20388813316822052,0.2698231041431427,0.2925812602043152,0.5042040944099426,0.4066196382045746,0.2759714126586914,0.394202321767807,0.28987744450569153,0.3736423850059509,0.2386695146560669,0.3244190812110901,-123.15803527832031,115.24967956542969,-10.400208473205566,25.370288848876953,-1.9566181898117065,9.698722839355469,-8.683040618896484,8.465553283691406,-12.356730461120605,8.89156723022461,-13.14012622833252,-0.19986382126808167,-8.648029327392578,0.0719089724356032
One More Night,One More Night,Labi Ramaj,0Ov2L3hgjc5TlxKuBpKOQK,2/20/20,41.0,180972.0,0.62,0.00402,0.897,8.56e-05,0.108,0.183,-3.595,0.086,126.013,11.0,4.0,Energetic,1802.5506049140038,3761.583522784365,2023.054679206669,92.28515625,5056.492836676218,0.6529611384783798,0.3086705505847931,0.42185449600219727,0.4636020362377167,0.3663232624530792,0.4295952618122101,0.382438600063324,0.4891117513179779,0.3547252118587494,0.35513994097709656,0.42230236530303955,0.3281625211238861,0.41691237688064575,-146.0364532470703,118.66720581054688,-17.311487197875977,28.9229679107666,-2.9776573181152344,13.573678970336914,-6.768126964569092,10.689679145812988,-12.295994758605957,11.529410362243652,-11.00417709350586,6.412510871887207,-6.4870758056640625,0.07904042080558107
One Night - D.O.D Remix,One Night (D.O.D Remix),Cedric Gervais,5Q0VxlFh80F3LmbGnuDE4M,5/4/18,41.0,252500.0,0.6809999999999999,0.00732,0.969,0.199,0.219,0.26,-1.394,0.0702,126.024,1.0,4.0,Energetic,637.3211098101136,1060.289249995177,794.311512564055,60.09265988372093,4400.624390243903,0.9999377528789293,0.2647661566734314,0.18354153633117676,0.3723996877670288,0.2062082588672638,0.2283170074224472,0.13275733590126038,0.2567269206047058,0.46348705887794495,0.19710354506969452,0.18903087079524994,0.17179711163043976,0.42865994572639465,-241.84860229492188,198.66323852539062,12.66139030456543,8.20474910736084,8.818632125854492,0.8072133660316467,-2.1565675735473633,-9.20269775390625,-7.477900981903076,-4.90095329284668,-4.947192668914795,-4.477691173553467,-5.455195903778076,0.03772702390292211
One Step Closer,Hybrid Theory,Linkin Park,61fUybL3XS40gcffnnNPoX,10/24/00,54.0,157333.0,0.4920000000000001,0.0014,0.969,1.32e-06,0.0787,0.5379999999999999,-4.419,0.0491,95.136,9.0,4.0,Energetic,1522.6310621071032,3112.10691466812,1851.3374123231115,117.45383522727273,3987.2782369146007,0.5073111086055049,0.2162090539932251,0.2910946011543274,0.23138250410556793,0.2596134841442108,0.5450701713562012,0.23040875792503357,0.17170575261116028,0.1449185609817505,0.28750962018966675,0.3978017568588257,0.23919719457626343,0.3155556917190552,-161.31082153320312,136.47021484375,13.285638809204102,21.487672805786133,3.9991559982299805,4.9497151374816895,-6.74669075012207,-2.640810012817383,-7.929823875427246,8.148017883300781,-16.239843368530273,4.609247207641602,-9.655835151672363,0.05807206351128953
Only,Only,RY X,0yfd3MSq6JEsNxOzSLJR7g,3/4/16,0.0,268455.0,0.373,0.906,0.178,0.5579999999999999,0.109,0.0933,-15.52,0.0303,108.605,7.0,4.0,Sad,1338.4046973652323,2670.5404119224286,1627.2147467731031,89.10290948275862,5641.323232323232,0.6645021958150348,0.3077033758163452,0.3115312159061432,0.42307808995246887,0.3704777956008911,0.5324321985244751,0.3535316586494446,0.4063642621040344,0.430904746055603,0.38734903931617737,0.4359479248523712,0.31513047218322754,0.4245195686817169,-144.58123779296875,153.87533569335938,-19.307514190673828,32.704219818115234,7.986448287963867,12.618481636047363,-7.084052085876465,13.796836853027344,-8.287880897521973,8.982640266418457,-3.287835121154785,5.34869384765625,-1.7938933372497559,0.06206590049632029
Only You,We Were Here,Joshua Radin,2ZaYFNn1YQuLSVdHhanr4Q,2006,55.0,149013.0,0.545,0.362,0.255,1.77e-05,0.0841,0.831,-14.844,0.0311,98.088,8.0,4.0,Sad,2835.2659201745296,5947.777204949239,2584.092590706149,80.74951171875,4573.55985915493,0.7499306907686514,0.4620446562767029,0.44342830777168274,0.5555455684661865,0.45676377415657043,0.4161646068096161,0.5286588668823242,0.42344048619270325,0.48551151156425476,0.4450860321521759,0.48786255717277527,0.535400390625,0.4264824390411377,-38.12794494628906,76.64200592041016,-10.032204627990723,24.590129852294922,-9.934969902038574,21.623952865600586,-11.13632583618164,14.025985717773438,-12.846219062805176,13.745355606079102,-9.247819900512695,12.25444507598877,-9.528637886047363,0.1326688938186315
Open Fields,Open Fields,Faelt,24CJS73HBvYtVguUZBnyAn,6/30/20,39.0,183181.0,0.491,0.97,0.197,0.916,0.214,0.216,-19.261,0.0298,132.106,4.0,4.0,Calm,2559.857718868856,5602.264037068032,2542.8511696368923,129.19921875,3904.0246575342467,0.4736488001794123,0.35436975955963135,0.32441264390945435,0.4197746813297272,0.3862050473690033,0.5320861339569092,0.4519769847393036,0.5203000903129578,0.4751175343990326,0.4194447994232178,0.47480878233909607,0.37244418263435364,0.4907807409763336,-10.934741973876953,81.33018493652344,-12.078609466552734,23.393125534057617,-10.352178573608398,17.11280059814453,-7.397441387176514,15.743544578552246,-7.453008651733398,16.45969581604004,-7.463931560516357,14.58012580871582,-10.23978042602539,0.1011965552838358
Open Skies,Open Skies,Lost Horse Mine,5bATh5zpKb6uauocsl0XRM,4/28/20,52.0,154863.0,0.56,0.00104,0.5589999999999999,0.812,0.123,0.0869,-7.807,0.0274,133.04399999999998,0.0,4.0,Calm,3165.4755406430054,6454.4355932026865,2684.795906175328,123.046875,5376.637404580153,0.47709681195614007,0.5268324017524719,0.39596301317214966,0.37363874912261963,0.4304637908935547,0.5153223872184753,0.6911330819129944,0.6105859279632568,0.5886443257331848,0.5140255093574524,0.4826362729072571,0.45903950929641724,0.4477018713951111,2.088761329650879,53.50213623046875,-14.030977249145508,27.770038604736328,-8.439355850219727,23.36022186279297,-6.710600852966309,24.057621002197266,-11.048544883728027,16.958097457885742,-7.200958728790283,12.10732650756836,-7.599053859710693,0.15231847627160522
Orbits,Orbits,Halfway Escape,6jFX2sHOzh7tpIIOomlrqJ,7/7/20,33.0,204827.0,0.438,0.855,0.404,0.8809999999999999,0.11,0.4,-13.924,0.039,116.142,6.0,4.0,Calm,2321.1190326620895,4621.221301216646,2180.5636983857516,95.703125,3723.4175824175823,0.6326583966920102,0.4699138104915619,0.5187820196151733,0.45326516032218933,0.4795036315917969,0.4194481074810028,0.3749023377895355,0.4643138647079468,0.45112118124961853,0.5781482458114624,0.49422726035118103,0.4816240072250366,0.4704340398311615,-38.68756866455078,94.44620513916016,-33.65923309326172,36.9185791015625,-9.327866554260254,14.83086109161377,-7.6597700119018555,13.879043579101562,-3.8996918201446533,11.964311599731445,-9.488923072814941,9.130607604980469,-10.943251609802246,0.1223406396670277
Our Lady of Sorrows,"I Brought You My Bullets, You Brought Me Your Love",My Chemical Romance,46mPWQpvSFkXrr5nWoWW74,2002,50.0,125626.0,0.271,0.00099,0.931,0.0,0.182,0.382,-6.81,0.0785,142.407,1.0,4.0,Energetic,1608.385641009328,3280.5008051049617,1937.0693464991896,129.19921875,3152.3968253968255,0.45974031226078543,0.36352524161338806,0.34355419874191284,0.26630377769470215,0.42084625363349915,0.230621799826622,0.20670950412750244,0.17896802723407745,0.3145429491996765,0.5200631022453308,0.34532430768013,0.35400551557540894,0.24872943758964539,-197.6619873046875,117.6663818359375,-5.903902053833008,40.980552673339844,10.1998291015625,7.522059917449951,-10.856322288513184,2.561361312866211,-8.736942291259766,5.403348922729492,-12.624505996704102,0.8273728489875793,-11.570727348327637,0.06286307312762891
Out Of Control,The Reason,Hoobastank,2Uk3uky365BBGidUpOtKvw,1/1/03,0.0,162106.0,0.443,0.00161,0.973,0.0,0.353,0.458,-4.386,0.133,157.872,4.0,4.0,Energetic,897.4062290571138,1611.240180668538,1351.8225418522793,112.34714673913044,5883.236559139785,0.5428665259207132,0.27086248993873596,0.2340599149465561,0.3596112132072449,0.3821772634983063,0.4377543032169342,0.4053553640842438,0.3278212547302246,0.37261316180229187,0.2676542103290558,0.35838010907173157,0.44562214612960815,0.25465822219848633,-267.1589050292969,148.20262145996094,30.168071746826172,23.701623916625977,13.865765571594238,12.580283164978027,1.3877975940704346,8.820671081542969,-1.5564086437225342,4.051204204559326,-6.007272243499756,-2.018308162689209,-5.724600315093994,0.0311951918670239
Out Of Control - Pat Vocal Mix,Out Of Control EP,Lupe Fuentes,6wCsrMyI3DavGvodBx8A7h,11/27/17,43.0,193548.0,0.8640000000000001,0.00875,0.742,0.394,0.41,0.6890000000000001,-6.117,0.043,124.009,1.0,4.0,Energetic,834.517270189428,1528.7932943533376,867.4318472973602,89.10290948275862,3707.3503649635036,0.6235365843529109,0.19803284108638763,0.23426726460456848,0.12951183319091797,0.2809315025806427,0.43448764085769653,0.20783469080924988,0.49199187755584717,0.181357741355896,0.28793179988861084,0.24900323152542114,0.22071987390518188,0.6130356788635254,-254.4254150390625,212.4662628173828,-34.737422943115234,14.636000633239746,11.950607299804688,-7.021495819091797,-3.3157944679260254,1.2431085109710693,-5.061089038848877,-6.360311508178711,3.4527015686035156,-4.7199811935424805,-3.7873549461364746,0.05856472910198327
